student_id,first_name,last_name,department,student_year,section,email
S20CS011,Krishna,Kapoor,CSE,1,A,krishna.kapoor@example.com
S20CS012,Vihaan,Chopra,CSE,1,A,vihaan.chopra@example.com
S20CS013,Tara,Patel,CSE,1,A,tara.patel@example.com
S20CS014,Saanvi,Kapoor,CSE,1,A,saanvi.kapoor@example.com
S20CS015,Saanvi,Reddy,CSE,1,A,saanvi.reddy@example.com
S20CS016,Vivaan,Chopra,CSE,1,A,vivaan.chopra@example.com
S20CS017,Ira,Kapoor,CSE,1,A,ira.kapoor@example.com
S20CS018,Sai,Joshi,CSE,1,A,sai.joshi@example.com
S20CS019,Rudra,Malhotra,CSE,1,A,rudra.malhotra@example.com
S20CS020,Aarav,Patel,CSE,1,A,aarav.patel@example.com
S20CS021,Krishna,Malhotra,CSE,1,A,krishna.malhotra@example.com
S20CS022,Anaya,Sethi,CSE,1,A,anaya.sethi@example.com
S20CS023,Sai,Kumar,CSE,1,A,sai.kumar@example.com
S20CS024,Aadhya,Iyer,CSE,1,A,aadhya.iyer@example.com
S20CS025,Nisha,Bhatia,CSE,1,A,nisha.bhatia@example.com
S20CS026,Sai,Desai,CSE,1,A,sai.desai@example.com
S20CS027,Mira,Bhatia,CSE,1,A,mira.bhatia@example.com
S20CS028,Ayaan,Singh,CSE,1,A,ayaan.singh@example.com
S20CS029,Riya,Chopra,CSE,1,A,riya.chopra@example.com
S20CS030,Mira,Iyer,CSE,1,A,mira.iyer@example.com
S20CS031,Reyansh,Desai,CSE,1,A,reyansh.desai@example.com
S20CS032,Riya,Choudhary,CSE,1,A,riya.choudhary@example.com
S20CS033,Vivaan,Kapoor,CSE,1,A,vivaan.kapoor@example.com
S20CS034,Aadhya,Choudhary,CSE,1,A,aadhya.choudhary@example.com
S20CS035,Ayaan,Joshi,CSE,1,A,ayaan.joshi@example.com
S20CS036,Aditya,Nair,CSE,1,A,aditya.nair@example.com
S20CS037,Vivaan,Reddy,CSE,1,A,vivaan.reddy@example.com
S20CS038,Saanvi,Reddy,CSE,1,A,saanvi.reddy@example.com
S20CS039,Arjun,Nair,CSE,1,A,arjun.nair@example.com
S20CS040,Tara,Singh,CSE,1,A,tara.singh@example.com
S20CS041,Sai,Sharma,CSE,1,A,sai.sharma@example.com
S20CS042,Rudra,Kapoor,CSE,1,A,rudra.kapoor@example.com
S20CS043,Tara,Singh,CSE,1,A,tara.singh@example.com
S20CS044,Saanvi,Sharma,CSE,1,A,saanvi.sharma@example.com
S20CS045,Pooja,Singh,CSE,1,A,pooja.singh@example.com
S20CS046,Riya,Kapoor,CSE,1,A,riya.kapoor@example.com
S20CS047,Diya,Verma,CSE,1,A,diya.verma@example.com
S20CS048,Ayaan,Bhatia,CSE,1,A,ayaan.bhatia@example.com
S20CS049,Mira,Kapoor,CSE,1,A,mira.kapoor@example.com
S20CS050,Ayaan,Bhatia,CSE,1,A,ayaan.bhatia@example.com
S20CS051,Pooja,Bhatia,CSE,1,A,pooja.bhatia@example.com
S20CS052,Aadhya,Kumar,CSE,1,A,aadhya.kumar@example.com
S20CS053,Diya,Desai,CSE,1,A,diya.desai@example.com
S20CS054,Ayaan,Kapoor,CSE,1,A,ayaan.kapoor@example.com
S20CS055,Pooja,Kumar,CSE,1,A,pooja.kumar@example.com
S20CS056,Arjun,Patel,CSE,1,A,arjun.patel@example.com
S20CS057,Aadhya,Menon,CSE,1,A,aadhya.menon@example.com
S20CS058,Vivaan,Joshi,CSE,1,A,vivaan.joshi@example.com
S20CS059,Vivaan,Bansal,CSE,1,A,vivaan.bansal@example.com
S20CS060,Mira,Choudhary,CSE,1,A,mira.choudhary@example.com
S20CS061,Vihaan,Desai,CSE,1,A,vihaan.desai@example.com
S20CS062,Aditya,Bansal,CSE,1,A,aditya.bansal@example.com
S20CS063,Pooja,Menon,CSE,1,A,pooja.menon@example.com
S20CS064,Tara,Mehta,CSE,1,A,tara.mehta@example.com
S20CS065,Tara,Bhatia,CSE,1,A,tara.bhatia@example.com
S20CS066,Rudra,Mehta,CSE,1,A,rudra.mehta@example.com
S20CS067,Nisha,Bhatia,CSE,1,A,nisha.bhatia@example.com
S20CS068,Tara,Reddy,CSE,1,A,tara.reddy@example.com
S20CS069,Pooja,Desai,CSE,1,A,pooja.desai@example.com
S20CS070,Nisha,Sharma,CSE,1,A,nisha.sharma@example.com
S20CS071,Tara,Chopra,CSE,1,A,tara.chopra@example.com
S20CS072,Riya,Iyer,CSE,1,A,riya.iyer@example.com
S20CS073,Ira,Choudhary,CSE,1,A,ira.choudhary@example.com
S20CS074,Aarav,Sethi,CSE,1,A,aarav.sethi@example.com
S20CS075,Ayaan,Desai,CSE,1,A,ayaan.desai@example.com
S20CS076,Aadhya,Bansal,CSE,1,A,aadhya.bansal@example.com
S20CS077,Aarav,Kapoor,CSE,1,A,aarav.kapoor@example.com
S20CS078,Diya,Joshi,CSE,1,A,diya.joshi@example.com
S20CS079,Diya,Verma,CSE,1,A,diya.verma@example.com
S20CS080,Arjun,Gupta,CSE,1,A,arjun.gupta@example.com
S20CS081,Aditya,Gupta,CSE,1,A,aditya.gupta@example.com
S20CS082,Diya,Gupta,CSE,1,A,diya.gupta@example.com
S20CS083,Diya,Malhotra,CSE,1,A,diya.malhotra@example.com
S20CS084,Aarav,Desai,CSE,1,B,aarav.desai@example.com
S20CS085,Krishna,Sethi,CSE,1,B,krishna.sethi@example.com
S20CS086,Anaya,Joshi,CSE,1,B,anaya.joshi@example.com
S20CS087,Saanvi,Bansal,CSE,1,B,saanvi.bansal@example.com
S20CS088,Aarav,Kumar,CSE,1,B,aarav.kumar@example.com
S20CS089,Nisha,Chopra,CSE,1,B,nisha.chopra@example.com
S20CS090,Krishna,Sharma,CSE,1,B,krishna.sharma@example.com
S20CS091,Reyansh,Sharma,CSE,1,B,reyansh.sharma@example.com
S20CS092,Arjun,Verma,CSE,1,B,arjun.verma@example.com
S20CS093,Aarav,Sethi,CSE,1,B,aarav.sethi@example.com
S20CS094,Aadhya,Joshi,CSE,1,B,aadhya.joshi@example.com
S20CS095,Ayaan,Iyer,CSE,1,B,ayaan.iyer@example.com
S20CS096,Vivaan,Kumar,CSE,1,B,vivaan.kumar@example.com
S20CS097,Riya,Singh,CSE,1,B,riya.singh@example.com
S20CS098,Reyansh,Kumar,CSE,1,B,reyansh.kumar@example.com
S20CS099,Aarav,Reddy,CSE,1,B,aarav.reddy@example.com
S20CS100,Rudra,Sharma,CSE,1,B,rudra.sharma@example.com
S20CS101,Mira,Bansal,CSE,1,B,mira.bansal@example.com
S20CS102,Nisha,Menon,CSE,1,B,nisha.menon@example.com
S20CS103,Anaya,Choudhary,CSE,1,B,anaya.choudhary@example.com
S20CS104,Sai,Iyer,CSE,1,B,sai.iyer@example.com
S20CS105,Nisha,Menon,CSE,1,B,nisha.menon@example.com
S20CS106,Rudra,Kapoor,CSE,1,B,rudra.kapoor@example.com
S20CS107,Rudra,Iyer,CSE,1,B,rudra.iyer@example.com
S20CS108,Vivaan,Bansal,CSE,1,B,vivaan.bansal@example.com
S20CS109,Arjun,Sethi,CSE,1,B,arjun.sethi@example.com
S20CS110,Diya,Mehta,CSE,1,B,diya.mehta@example.com
S20CS111,Mira,Chopra,CSE,1,B,mira.chopra@example.com
S20CS112,Aditya,Verma,CSE,1,B,aditya.verma@example.com
S20CS113,Rudra,Kapoor,CSE,1,B,rudra.kapoor@example.com
S20CS114,Mira,Gupta,CSE,1,B,mira.gupta@example.com
S20CS115,Mira,Desai,CSE,1,B,mira.desai@example.com
S20CS116,Rudra,Desai,CSE,1,B,rudra.desai@example.com
S20CS117,Diya,Desai,CSE,1,B,diya.desai@example.com
S20CS118,Krishna,Bhatia,CSE,1,B,krishna.bhatia@example.com
S20CS119,Saanvi,Desai,CSE,1,B,saanvi.desai@example.com
S20CS120,Tara,Mehta,CSE,1,B,tara.mehta@example.com
S20CS121,Aditya,Malhotra,CSE,1,B,aditya.malhotra@example.com
S20CS122,Aadhya,Singh,CSE,1,B,aadhya.singh@example.com
S20CS123,Ira,Iyer,CSE,1,B,ira.iyer@example.com
S20CS124,Ira,Patel,CSE,1,B,ira.patel@example.com
S20CS125,Aadhya,Kumar,CSE,1,B,aadhya.kumar@example.com
S20CS126,Vivaan,Nair,CSE,1,B,vivaan.nair@example.com
S20CS127,Mira,Choudhary,CSE,1,B,mira.choudhary@example.com
S20CS128,Pooja,Gupta,CSE,1,B,pooja.gupta@example.com
S20CS129,Reyansh,Malhotra,CSE,1,B,reyansh.malhotra@example.com
S20CS130,Diya,Kumar,CSE,1,B,diya.kumar@example.com
S20CS131,Ayaan,Nair,CSE,1,B,ayaan.nair@example.com
S20CS132,Mira,Reddy,CSE,1,B,mira.reddy@example.com
S20CS133,Riya,Chopra,CSE,1,B,riya.chopra@example.com
S20CS134,Nisha,Chopra,CSE,1,B,nisha.chopra@example.com
S20CS135,Ira,Mehta,CSE,1,B,ira.mehta@example.com
S20CS136,Mira,Singh,CSE,1,B,mira.singh@example.com
S20CS137,Pooja,Nair,CSE,1,B,pooja.nair@example.com
S20CS138,Nisha,Gupta,CSE,1,B,nisha.gupta@example.com
S20CS139,Tara,Singh,CSE,1,B,tara.singh@example.com
S20CS140,Aadhya,Reddy,CSE,1,B,aadhya.reddy@example.com
S20CS141,Vivaan,Verma,CSE,1,B,vivaan.verma@example.com
S20CS142,Aarav,Reddy,CSE,1,B,aarav.reddy@example.com
S20CS143,Anaya,Singh,CSE,1,B,anaya.singh@example.com
S20CS144,Ayaan,Desai,CSE,1,B,ayaan.desai@example.com
S20CS145,Mira,Choudhary,CSE,1,B,mira.choudhary@example.com
S20CS146,Ayaan,Joshi,CSE,1,B,ayaan.joshi@example.com
S20CS147,Riya,Joshi,CSE,1,B,riya.joshi@example.com
S20CS148,Vivaan,Joshi,CSE,1,B,vivaan.joshi@example.com
S20CS149,Diya,Joshi,CSE,1,B,diya.joshi@example.com
S20CS150,Riya,Choudhary,CSE,1,B,riya.choudhary@example.com
S20CS151,Sai,Verma,CSE,1,B,sai.verma@example.com
S20CS152,Ira,Reddy,CSE,1,B,ira.reddy@example.com
S20CS153,Aarav,Singh,CSE,1,B,aarav.singh@example.com
S20CS154,Reyansh,Joshi,CSE,1,B,reyansh.joshi@example.com
S20CS155,Sai,Patel,CSE,1,B,sai.patel@example.com
S20CS156,Mira,Mehta,CSE,1,B,mira.mehta@example.com
S20CS157,Diya,Joshi,CSE,1,B,diya.joshi@example.com
S20CS158,Pooja,Patel,CSE,1,B,pooja.patel@example.com
S20CS159,Ira,Sharma,CSE,1,B,ira.sharma@example.com
S20CS160,Aadhya,Nair,CSE,1,B,aadhya.nair@example.com
S20CS161,Saanvi,Iyer,CSE,1,B,saanvi.iyer@example.com
S20CS162,Sai,Joshi,CSE,1,B,sai.joshi@example.com
S20CS163,Diya,Menon,CSE,1,B,diya.menon@example.com
S20CS164,Anaya,Malhotra,CSE,1,B,anaya.malhotra@example.com
S20CS165,Tara,Patel,CSE,1,B,tara.patel@example.com
S20CS166,Sai,Patel,CSE,1,B,sai.patel@example.com
S20EC001,Saanvi,Nair,ECE,1,A,saanvi.nair@example.com
S20EC002,Tara,Iyer,ECE,1,A,tara.iyer@example.com
S20EC003,Diya,Menon,ECE,1,A,diya.menon@example.com
S20EC004,Reyansh,Bansal,ECE,1,A,reyansh.bansal@example.com
S20EC005,Diya,Joshi,ECE,1,A,diya.joshi@example.com
S20EC006,Nisha,Menon,ECE,1,A,nisha.menon@example.com
S20EC007,Riya,Reddy,ECE,1,A,riya.reddy@example.com
S20EC008,Ira,Patel,ECE,1,A,ira.patel@example.com
S20EC009,Aadhya,Mehta,ECE,1,A,aadhya.mehta@example.com
S20EC010,Krishna,Gupta,ECE,1,A,krishna.gupta@example.com
S20EC011,Aadhya,Kumar,ECE,1,A,aadhya.kumar@example.com
S20EC012,Reyansh,Sethi,ECE,1,A,reyansh.sethi@example.com
S20EC013,Diya,Kapoor,ECE,1,A,diya.kapoor@example.com
S20EC014,Arjun,Verma,ECE,1,A,arjun.verma@example.com
S20EC015,Anaya,Malhotra,ECE,1,A,anaya.malhotra@example.com
S20EC016,Tara,Nair,ECE,1,A,tara.nair@example.com
S20EC017,Tara,Kumar,ECE,1,A,tara.kumar@example.com
S20EC018,Krishna,Sethi,ECE,1,A,krishna.sethi@example.com
S20EC019,Aditya,Patel,ECE,1,A,aditya.patel@example.com
S20EC020,Diya,Kumar,ECE,1,A,diya.kumar@example.com
S20EC021,Tara,Mehta,ECE,1,A,tara.mehta@example.com
S20EC022,Nisha,Menon,ECE,1,A,nisha.menon@example.com
S20EC023,Vihaan,Desai,ECE,1,A,vihaan.desai@example.com
S20EC024,Ira,Gupta,ECE,1,A,ira.gupta@example.com
S20EC025,Tara,Patel,ECE,1,A,tara.patel@example.com
S20EC026,Anaya,Bansal,ECE,1,A,anaya.bansal@example.com
S20EC027,Sai,Mehta,ECE,1,A,sai.mehta@example.com
S20EC028,Ayaan,Iyer,ECE,1,A,ayaan.iyer@example.com
S20EC029,Reyansh,Kapoor,ECE,1,A,reyansh.kapoor@example.com
S20EC030,Tara,Sethi,ECE,1,A,tara.sethi@example.com
S20EC031,Anaya,Mehta,ECE,1,A,anaya.mehta@example.com
S20EC032,Sai,Sharma,ECE,1,A,sai.sharma@example.com
S20EC033,Pooja,Mehta,ECE,1,A,pooja.mehta@example.com
S20EC034,Reyansh,Gupta,ECE,1,A,reyansh.gupta@example.com
S20EC035,Sai,Malhotra,ECE,1,A,sai.malhotra@example.com
S20EC036,Diya,Joshi,ECE,1,A,diya.joshi@example.com
S20EC037,Vihaan,Verma,ECE,1,B,vihaan.verma@example.com
S20EC038,Aadhya,Patel,ECE,1,B,aadhya.patel@example.com
S20EC039,Arjun,Singh,ECE,1,B,arjun.singh@example.com
S20EC040,Rudra,Joshi,ECE,1,B,rudra.joshi@example.com
S20EC041,Ayaan,Choudhary,ECE,1,B,ayaan.choudhary@example.com
S20EC042,Reyansh,Bhatia,ECE,1,B,reyansh.bhatia@example.com
S20EC043,Ira,Sharma,ECE,1,B,ira.sharma@example.com
S20EC044,Ayaan,Nair,ECE,1,B,ayaan.nair@example.com
S20EC045,Aditya,Gupta,ECE,1,B,aditya.gupta@example.com
S20EC046,Saanvi,Nair,ECE,1,B,saanvi.nair@example.com
S20EC047,Ayaan,Sethi,ECE,1,B,ayaan.sethi@example.com
S20EC048,Ayaan,Menon,ECE,1,B,ayaan.menon@example.com
S20EC049,Riya,Bansal,ECE,1,B,riya.bansal@example.com
S20EC050,Diya,Bansal,ECE,1,B,diya.bansal@example.com
S20EC051,Riya,Bansal,ECE,1,B,riya.bansal@example.com
S20EC052,Aditya,Kapoor,ECE,1,B,aditya.kapoor@example.com
S20EC053,Diya,Nair,ECE,1,B,diya.nair@example.com
S20EC054,Rudra,Patel,ECE,1,B,rudra.patel@example.com
S20EC055,Aarav,Iyer,ECE,1,B,aarav.iyer@example.com
S20EC056,Sai,Mehta,ECE,1,B,sai.mehta@example.com
S20EC057,Saanvi,Kapoor,ECE,1,B,saanvi.kapoor@example.com
S20EC058,Vivaan,Menon,ECE,1,B,vivaan.menon@example.com
S20EC059,Nisha,Joshi,ECE,1,B,nisha.joshi@example.com
S20EC060,Rudra,Menon,ECE,1,B,rudra.menon@example.com
S20EC061,Anaya,Nair,ECE,1,B,anaya.nair@example.com
S20EC062,Pooja,Iyer,ECE,1,B,pooja.iyer@example.com
S20EC063,Vihaan,Bansal,ECE,1,B,vihaan.bansal@example.com
S20EC064,Anaya,Kumar,ECE,1,B,anaya.kumar@example.com
S20EC065,Vivaan,Nair,ECE,1,B,vivaan.nair@example.com
S20EC066,Diya,Choudhary,ECE,1,B,diya.choudhary@example.com
S20EC067,Nisha,Patel,ECE,1,B,nisha.patel@example.com
S20EC068,Krishna,Iyer,ECE,1,B,krishna.iyer@example.com
S20EC069,Aadhya,Mehta,ECE,1,B,aadhya.mehta@example.com
S20EC070,Tara,Sharma,ECE,1,B,tara.sharma@example.com
S20EC071,Riya,Reddy,ECE,1,B,riya.reddy@example.com
S20EC072,Reyansh,Gupta,ECE,1,B,reyansh.gupta@example.com
S20EE001,Ira,Sharma,EEE,1,A,ira.sharma@example.com
S20EE002,Vihaan,Chopra,EEE,1,A,vihaan.chopra@example.com
S20EE003,Arjun,Iyer,EEE,1,A,arjun.iyer@example.com
S20EE004,Ayaan,Iyer,EEE,1,A,ayaan.iyer@example.com
S20EE005,Aadhya,Singh,EEE,1,A,aadhya.singh@example.com
S20EE006,Reyansh,Malhotra,EEE,1,A,reyansh.malhotra@example.com
S20EE007,Aditya,Sethi,EEE,1,A,aditya.sethi@example.com
S20EE008,Tara,Desai,EEE,1,A,tara.desai@example.com
S20EE009,Ira,Joshi,EEE,1,A,ira.joshi@example.com
S20EE010,Krishna,Iyer,EEE,1,A,krishna.iyer@example.com
S20EE011,Arjun,Nair,EEE,1,A,arjun.nair@example.com
S20EE012,Pooja,Sethi,EEE,1,A,pooja.sethi@example.com
S20EE013,Tara,Verma,EEE,1,A,tara.verma@example.com
S20EE014,Tara,Mehta,EEE,1,A,tara.mehta@example.com
S20EE015,Aarav,Kapoor,EEE,1,A,aarav.kapoor@example.com
S20EE016,Aarav,Mehta,EEE,1,A,aarav.mehta@example.com
S20EE017,Sai,Mehta,EEE,1,A,sai.mehta@example.com
S20EE018,Reyansh,Choudhary,EEE,1,A,reyansh.choudhary@example.com
S20EE019,Aarav,Joshi,EEE,1,A,aarav.joshi@example.com
S20EE020,Diya,Patel,EEE,1,A,diya.patel@example.com
S20EE021,Krishna,Gupta,EEE,1,A,krishna.gupta@example.com
S20EE022,Aditya,Iyer,EEE,1,A,aditya.iyer@example.com
S20EE023,Sai,Reddy,EEE,1,A,sai.reddy@example.com
S20EE024,Anaya,Joshi,EEE,1,A,anaya.joshi@example.com
S20EE025,Arjun,Sethi,EEE,1,B,arjun.sethi@example.com
S20EE026,Saanvi,Sharma,EEE,1,B,saanvi.sharma@example.com
S20EE027,Aditya,Kapoor,EEE,1,B,aditya.kapoor@example.com
S20EE028,Nisha,Patel,EEE,1,B,nisha.patel@example.com
S20EE029,Tara,Patel,EEE,1,B,tara.patel@example.com
S20EE030,Aditya,Reddy,EEE,1,B,aditya.reddy@example.com
S20EE031,Reyansh,Patel,EEE,1,B,reyansh.patel@example.com
S20EE032,Anaya,Patel,EEE,1,B,anaya.patel@example.com
S20EE033,Anaya,Choudhary,EEE,1,B,anaya.choudhary@example.com
S20EE034,Ira,Desai,EEE,1,B,ira.desai@example.com
S20EE035,Aditya,Patel,EEE,1,B,aditya.patel@example.com
S20EE036,Anaya,Sethi,EEE,1,B,anaya.sethi@example.com
S20EE037,Pooja,Joshi,EEE,1,B,pooja.joshi@example.com
S20EE038,Rudra,Bansal,EEE,1,B,rudra.bansal@example.com
S20EE039,Krishna,Kapoor,EEE,1,B,krishna.kapoor@example.com
S20EE040,Diya,Patel,EEE,1,B,diya.patel@example.com
S20EE041,Mira,Kumar,EEE,1,B,mira.kumar@example.com
S20EE042,Vihaan,Bansal,EEE,1,B,vihaan.bansal@example.com
S20EE043,Pooja,Sharma,EEE,1,B,pooja.sharma@example.com
S20EE044,Anaya,Sethi,EEE,1,B,anaya.sethi@example.com
S20EE045,Vihaan,Gupta,EEE,1,B,vihaan.gupta@example.com
S20EE046,Reyansh,Chopra,EEE,1,B,reyansh.chopra@example.com
S20EE047,Tara,Menon,EEE,1,B,tara.menon@example.com
S20EE048,Ira,Nair,EEE,1,B,ira.nair@example.com
S20IT001,Pooja,Choudhary,IT,1,A,pooja.choudhary@example.com
S20IT002,Arjun,Reddy,IT,1,A,arjun.reddy@example.com
S20IT003,Arjun,Kapoor,IT,1,A,arjun.kapoor@example.com
S20IT004,Aadhya,Singh,IT,1,A,aadhya.singh@example.com
S20IT005,Mira,Malhotra,IT,1,A,mira.malhotra@example.com
S20IT006,Anaya,Mehta,IT,1,A,anaya.mehta@example.com
S20IT007,Vivaan,Desai,IT,1,A,vivaan.desai@example.com
S20IT008,Ayaan,Verma,IT,1,A,ayaan.verma@example.com
S20IT009,Arjun,Patel,IT,1,A,arjun.patel@example.com
S20IT010,Pooja,Verma,IT,1,A,pooja.verma@example.com
S20IT011,Reyansh,Choudhary,IT,1,A,reyansh.choudhary@example.com
S20IT012,Sai,Reddy,IT,1,A,sai.reddy@example.com
S20IT013,Aditya,Bansal,IT,1,A,aditya.bansal@example.com
S20IT014,Pooja,Kumar,IT,1,A,pooja.kumar@example.com
S20IT015,Ayaan,Sharma,IT,1,A,ayaan.sharma@example.com
S20IT016,Reyansh,Gupta,IT,1,A,reyansh.gupta@example.com
S20IT017,Diya,Chopra,IT,1,A,diya.chopra@example.com
S20IT018,Pooja,Joshi,IT,1,A,pooja.joshi@example.com
S20IT019,Rudra,Gupta,IT,1,A,rudra.gupta@example.com
S20IT020,Reyansh,Desai,IT,1,A,reyansh.desai@example.com
S20IT021,Aditya,Desai,IT,1,A,aditya.desai@example.com
S20IT022,Ira,Chopra,IT,1,A,ira.chopra@example.com
S20IT023,Ira,Sharma,IT,1,A,ira.sharma@example.com
S20IT024,Sai,Malhotra,IT,1,A,sai.malhotra@example.com
S20IT025,Saanvi,Patel,IT,1,A,saanvi.patel@example.com
S20IT026,Aarav,Kumar,IT,1,A,aarav.kumar@example.com
S20IT027,Krishna,Kumar,IT,1,A,krishna.kumar@example.com
S20IT028,Tara,Patel,IT,1,A,tara.patel@example.com
S20IT029,Pooja,Sharma,IT,1,A,pooja.sharma@example.com
S20IT030,Diya,Sharma,IT,1,A,diya.sharma@example.com
S20IT031,Aditya,Chopra,IT,1,A,aditya.chopra@example.com
S20IT032,Vivaan,Kapoor,IT,1,A,vivaan.kapoor@example.com
S20IT033,Vihaan,Malhotra,IT,1,A,vihaan.malhotra@example.com
S20IT034,Aarav,Mehta,IT,1,A,aarav.mehta@example.com
S20IT035,Tara,Gupta,IT,1,A,tara.gupta@example.com
S20IT036,Aarav,Desai,IT,1,A,aarav.desai@example.com
S20IT037,Sai,Reddy,IT,1,A,sai.reddy@example.com
